Agent ID,Agent Name,Branch ID,Agent Type,Seniority Years,Sales Region,Active Flag
8793,Marta Lewandowski,102,Multiagent,16,Północ,Yes
8794,Marta Woźniak,211,Agent wyłączny,20,Wschód,Yes
8795,Joanna Kowalski,301,Broker,12,Południe,Yes
8796,Tomasz Wiśniewski,58,Multiagent,10,Południe,Yes
8797,Katarzyna Kowalczyk,186,Direct Sales,16,Wschód,Yes
8798,Piotr Kamiński,354,Multiagent,5,Południe,Yes
8799,Marcin Wiśniewski,214,Agent wyłączny,9,Wschód,Yes
8800,Agnieszka Zieliński,408,Multiagent,18,Centrum,Yes
8801,Agnieszka Wiśniewski,189,Direct Sales,14,Zachód,Yes
8802,Tomasz Wójcik,404,Agent wyłączny,2,Zachód,Yes
8803,Adam Wójcik,366,Agent wyłączny,19,Północ,Yes
8804,Monika Woźniak,57,Agent wyłączny,19,Północ,Yes
8805,Piotr Zieliński,216,Broker,20,Centrum,Yes
8806,Marcin Lewandowski,306,Agent wyłączny,8,Północ,Yes
8807,Marta Kowalski,232,Agent wyłączny,13,Wschód,Yes
8808,Marcin Kowalski,5,Direct Sales,17,Zachód,Yes
8809,Marcin Woźniak,137,Multiagent,16,Wschód,No
8810,Marcin Nowak,62,Broker,13,Wschód,Yes
8811,Ewa Kowalski,320,Multiagent,10,Zachód,Yes
8812,Katarzyna Nowak,87,Multiagent,20,Południe,Yes
8813,Katarzyna Zieliński,403,Agent wyłączny,6,Północ,Yes
8814,Jakub Kamiński,25,Partner,17,Zachód,Yes
8815,Paweł Zieliński,322,Direct Sales,18,Centrum,Yes
8816,Magdalena Nowak,296,Broker,8,Centrum,Yes
8817,Monika Zieliński,84,Agent wyłączny,17,Wschód,Yes
8818,Adam Wójcik,255,Agent wyłączny,18,Zachód,Yes
8819,Michał Kamiński,219,Agent wyłączny,10,Zachód,Yes
8820,Ewa Wiśniewski,246,Multiagent,10,Zachód,Yes
8821,Magdalena Kowalczyk,276,Multiagent,0,Południe,Yes
8822,Agnieszka Kowalski,347,Multiagent,17,Centrum,Yes
8823,Adam Woźniak,157,Partner,18,Centrum,Yes
8824,Magdalena Zieliński,91,Agent wyłączny,12,Południe,Yes
8825,Krzysztof Kamiński,315,Broker,13,Wschód,Yes
8826,Marta Zieliński,32,Multiagent,9,Południe,Yes
8827,Agnieszka Lewandowski,161,Agent wyłączny,2,Północ,Yes
8828,Paweł Wójcik,329,Partner,2,Południe,Yes
8829,Krzysztof Kowalski,14,Broker,14,Południe,No
8830,Tomasz Woźniak,55,Multiagent,20,Zachód,Yes
8831,Paweł Lewandowski,50,Multiagent,18,Południe,Yes
8832,Marcin Kowalski,71,Multiagent,5,Północ,Yes
8833,Michał Nowak,248,Agent wyłączny,12,Wschód,Yes
8834,Joanna Kowalski,139,Agent wyłączny,14,Centrum,Yes
8835,Agnieszka Wiśniewski,333,Agent wyłączny,6,Wschód,Yes
8836,Agnieszka Kowalski,399,Multiagent,10,Centrum,Yes
8837,Michał Kamiński,287,Agent wyłączny,9,Wschód,Yes
8838,Joanna Wójcik,294,Agent wyłączny,17,Centrum,Yes
8839,Marta Wójcik,286,Agent wyłączny,14,Południe,Yes
8840,Marcin Zieliński,411,Direct Sales,2,Wschód,Yes
8841,Michał Wójcik,301,Agent wyłączny,10,Północ,Yes
8842,Marta Wójcik,367,Agent wyłączny,7,Centrum,Yes
8843,Michał Nowak,59,Broker,6,Centrum,Yes
8844,Piotr Nowak,40,Multiagent,14,Centrum,Yes
8845,Magdalena Wójcik,15,Agent wyłączny,9,Północ,Yes
8846,Monika Wiśniewski,386,Agent wyłączny,13,Południe,Yes
8847,Magdalena Zieliński,221,Agent wyłączny,1,Południe,Yes
8848,Adam Wiśniewski,287,Partner,12,Południe,Yes
8849,Anna Szymański,186,Direct Sales,1,Zachód,Yes
8850,Marta Zieliński,144,Multiagent,3,Centrum,Yes
8851,Tomasz Kowalski,242,Multiagent,4,Południe,Yes
8852,Paweł Wójcik,309,Broker,18,Wschód,Yes
8853,Katarzyna Woźniak,338,Broker,1,Wschód,Yes
8854,Magdalena Kamiński,156,Multiagent,7,Zachód,Yes
8855,Jakub Woźniak,355,Agent wyłączny,15,Zachód,Yes
8856,Krzysztof Szymański,313,Multiagent,9,Południe,Yes
8857,Marcin Wiśniewski,102,Multiagent,12,Centrum,Yes
8858,Agnieszka Kamiński,133,Broker,14,Południe,Yes
8859,Ewa Kamiński,25,Broker,2,Południe,Yes
8860,Jakub Woźniak,335,Multiagent,6,Zachód,Yes
8861,Joanna Lewandowski,315,Multiagent,9,Centrum,Yes
8862,Piotr Wiśniewski,15,Direct Sales,13,Centrum,Yes
8863,Katarzyna Wiśniewski,112,Agent wyłączny,14,Południe,Yes
8864,Katarzyna Kowalski,39,Multiagent,12,Północ,Yes
8865,Joanna Kamiński,269,Broker,2,Wschód,Yes
8866,Adam Nowak,8,Agent wyłączny,18,Zachód,Yes
8867,Agnieszka Woźniak,321,Broker,6,Północ,Yes
8868,Magdalena Nowak,17,Direct Sales,19,Północ,Yes
8869,Michał Woźniak,23,Multiagent,17,Południe,Yes
8870,Krzysztof Kowalczyk,163,Multiagent,18,Północ,Yes
8871,Marcin Kowalski,185,Direct Sales,6,Wschód,Yes
8872,Monika Lewandowski,81,Direct Sales,0,Zachód,Yes
8873,Paweł Nowak,275,Multiagent,14,Północ,Yes
8874,Marta Szymański,209,Multiagent,14,Północ,Yes
8875,Magdalena Kowalczyk,396,Agent wyłączny,20,Północ,Yes
8876,Krzysztof Wiśniewski,400,Agent wyłączny,7,Północ,Yes
8877,Monika Kowalczyk,353,Agent wyłączny,14,Centrum,Yes
8878,Marta Kowalski,138,Agent wyłączny,19,Centrum,Yes
8879,Marta Woźniak,323,Partner,20,Południe,Yes
8880,Marta Woźniak,69,Partner,13,Wschód,Yes
8881,Piotr Kowalczyk,156,Direct Sales,18,Południe,Yes
8882,Monika Kowalczyk,58,Multiagent,11,Południe,Yes
8883,Monika Szymański,59,Agent wyłączny,18,Zachód,Yes
8884,Magdalena Wiśniewski,27,Partner,6,Północ,Yes
8885,Krzysztof Kowalczyk,172,Agent wyłączny,7,Wschód,Yes
8886,Paweł Lewandowski,373,Broker,13,Zachód,No
8887,Piotr Woźniak,265,Direct Sales,8,Północ,Yes
8888,Tomasz Kamiński,292,Partner,1,Zachód,Yes
8889,Piotr Kowalski,228,Agent wyłączny,17,Centrum,Yes
8890,Paweł Woźniak,387,Agent wyłączny,5,Zachód,Yes
8891,Monika Kowalczyk,248,Multiagent,13,Wschód,Yes
8892,Marcin Wójcik,83,Agent wyłączny,20,Wschód,Yes
8893,Piotr Nowak,412,Broker,7,Południe,Yes
8894,Ewa Wójcik,155,Multiagent,17,Wschód,No
8895,Michał Kowalski,214,Partner,4,Zachód,Yes
8896,Krzysztof Nowak,248,Multiagent,7,Centrum,Yes
8897,Ewa Szymański,265,Direct Sales,20,Centrum,Yes
8898,Krzysztof Kamiński,304,Direct Sales,4,Północ,Yes
8899,Agnieszka Kowalski,41,Agent wyłączny,9,Zachód,Yes
8900,Tomasz Wiśniewski,390,Agent wyłączny,7,Zachód,Yes
8901,Magdalena Wiśniewski,264,Multiagent,13,Południe,Yes
8902,Piotr Wójcik,102,Agent wyłączny,7,Wschód,Yes
8903,Katarzyna Zieliński,126,Agent wyłączny,7,Południe,No
8904,Ewa Zieliński,160,Multiagent,8,Centrum,Yes
8905,Marcin Wójcik,382,Agent wyłączny,1,Wschód,Yes
8906,Paweł Woźniak,138,Broker,7,Północ,Yes
8907,Marcin Kamiński,199,Partner,19,Południe,Yes
8908,Paweł Wiśniewski,391,Partner,16,Północ,Yes
8909,Piotr Wiśniewski,271,Multiagent,0,Południe,Yes
8910,Agnieszka Wójcik,72,Multiagent,13,Zachód,Yes
8911,Jakub Zieliński,408,Multiagent,8,Północ,Yes
8912,Jakub Lewandowski,13,Multiagent,8,Centrum,Yes
8913,Anna Kowalski,66,Agent wyłączny,1,Centrum,Yes
8914,Krzysztof Kowalski,241,Multiagent,5,Północ,Yes
8915,Katarzyna Lewandowski,339,Multiagent,13,Zachód,Yes
8916,Ewa Zieliński,389,Partner,20,Zachód,Yes
8917,Tomasz Wiśniewski,88,Direct Sales,14,Wschód,Yes
8918,Marta Lewandowski,263,Agent wyłączny,18,Południe,Yes
8919,Jakub Nowak,50,Multiagent,10,Zachód,Yes
8920,Ewa Woźniak,146,Broker,3,Zachód,Yes
8921,Adam Woźniak,359,Partner,14,Północ,Yes
8922,Ewa Woźniak,151,Direct Sales,6,Północ,Yes
8923,Tomasz Wójcik,310,Agent wyłączny,8,Północ,Yes
8924,Jakub Kowalski,419,Agent wyłączny,17,Północ,Yes
8925,Krzysztof Nowak,86,Agent wyłączny,2,Wschód,Yes
8926,Michał Szymański,96,Agent wyłączny,7,Centrum,Yes
8927,Anna Szymański,351,Agent wyłączny,7,Wschód,Yes
8928,Krzysztof Kowalski,57,Agent wyłączny,5,Południe,Yes
8929,Ewa Lewandowski,106,Direct Sales,19,Północ,Yes
8930,Magdalena Szymański,155,Agent wyłączny,7,Południe,No
8931,Piotr Kowalczyk,134,Agent wyłączny,17,Północ,Yes
8932,Marcin Lewandowski,141,Broker,10,Północ,Yes
8933,Magdalena Wiśniewski,238,Agent wyłączny,19,Centrum,Yes
8934,Ewa Wiśniewski,301,Multiagent,3,Południe,Yes
8935,Adam Kamiński,164,Broker,2,Północ,Yes
8936,Anna Kowalski,72,Direct Sales,15,Centrum,Yes
8937,Michał Wiśniewski,43,Broker,3,Zachód,Yes
8938,Adam Kowalczyk,199,Multiagent,11,Południe,Yes
8939,Tomasz Woźniak,366,Agent wyłączny,7,Północ,Yes
8940,Jakub Nowak,191,Partner,5,Zachód,Yes
8941,Monika Kamiński,177,Agent wyłączny,11,Północ,Yes
8942,Marta Wójcik,157,Multiagent,9,Wschód,Yes
8943,Ewa Lewandowski,122,Agent wyłączny,1,Północ,Yes
8944,Ewa Lewandowski,398,Agent wyłączny,18,Wschód,Yes
8945,Krzysztof Woźniak,409,Broker,16,Wschód,Yes
8946,Marcin Kowalski,315,Agent wyłączny,4,Południe,Yes
8947,Tomasz Kamiński,309,Agent wyłączny,17,Zachód,Yes
8948,Michał Zieliński,66,Agent wyłączny,10,Południe,Yes
8949,Joanna Kowalski,90,Partner,15,Północ,Yes
8950,Marta Kowalski,326,Multiagent,18,Południe,Yes
8951,Marta Wójcik,396,Broker,3,Południe,Yes
8952,Monika Wiśniewski,326,Agent wyłączny,13,Północ,Yes
8953,Paweł Lewandowski,324,Broker,15,Zachód,Yes
8954,Monika Szymański,60,Agent wyłączny,9,Centrum,Yes
8955,Monika Wójcik,344,Multiagent,19,Zachód,Yes
8956,Tomasz Lewandowski,390,Partner,18,Zachód,Yes
8957,Paweł Woźniak,397,Agent wyłączny,13,Południe,No
8958,Marcin Zieliński,400,Direct Sales,3,Północ,Yes
8959,Piotr Kowalczyk,52,Multiagent,5,Centrum,Yes
8960,Piotr Wiśniewski,301,Broker,5,Wschód,Yes
8961,Adam Zieliński,400,Agent wyłączny,1,Północ,Yes
8962,Paweł Kowalski,296,Agent wyłączny,9,Zachód,Yes
8963,Agnieszka Kowalski,135,Agent wyłączny,3,Północ,Yes
8964,Piotr Kowalski,3,Agent wyłączny,18,Północ,Yes
8965,Magdalena Woźniak,149,Agent wyłączny,6,Wschód,Yes
8966,Adam Kowalski,386,Partner,2,Północ,Yes
8967,Adam Nowak,55,Agent wyłączny,10,Północ,Yes
8968,Piotr Nowak,364,Agent wyłączny,18,Centrum,Yes
8969,Monika Kowalski,416,Broker,0,Wschód,Yes
8970,Adam Wiśniewski,256,Multiagent,12,Centrum,Yes
8971,Anna Szymański,308,Direct Sales,17,Zachód,Yes
8972,Marcin Nowak,331,Agent wyłączny,13,Centrum,Yes
8973,Piotr Kamiński,411,Partner,2,Wschód,No
8974,Ewa Kamiński,385,Multiagent,3,Południe,Yes
8975,Paweł Nowak,39,Multiagent,10,Centrum,Yes
8976,Agnieszka Woźniak,174,Multiagent,9,Północ,Yes
8977,Paweł Kowalczyk,225,Agent wyłączny,7,Centrum,Yes
8978,Piotr Kowalski,19,Broker,8,Południe,Yes
8979,Joanna Kowalski,223,Agent wyłączny,13,Zachód,Yes
8980,Marta Wójcik,342,Multiagent,10,Centrum,Yes
8981,Adam Lewandowski,198,Agent wyłączny,18,Wschód,Yes
8982,Adam Woźniak,81,Partner,3,Centrum,Yes
8983,Magdalena Nowak,208,Broker,5,Południe,Yes
8984,Joanna Kamiński,279,Direct Sales,12,Centrum,Yes
8985,Ewa Zieliński,33,Agent wyłączny,19,Zachód,Yes
8986,Monika Zieliński,31,Agent wyłączny,15,Wschód,Yes
8987,Tomasz Kowalski,33,Multiagent,16,Południe,Yes
8988,Katarzyna Wójcik,375,Agent wyłączny,2,Centrum,Yes
8989,Ewa Woźniak,196,Broker,16,Wschód,Yes
8990,Piotr Kamiński,319,Agent wyłączny,8,Północ,Yes
8991,Michał Zieliński,349,Agent wyłączny,6,Wschód,Yes
8992,Jakub Kowalski,170,Multiagent,2,Północ,Yes
8993,Monika Wiśniewski,335,Multiagent,6,Północ,Yes
8994,Ewa Kowalski,356,Agent wyłączny,2,Zachód,Yes
8995,Katarzyna Zieliński,221,Multiagent,15,Zachód,Yes
8996,Piotr Wójcik,40,Direct Sales,7,Północ,Yes
8997,Agnieszka Zieliński,247,Multiagent,14,Wschód,Yes
8998,Piotr Kowalczyk,281,Agent wyłączny,4,Zachód,Yes
8999,Anna Zieliński,372,Broker,8,Wschód,No
9000,Adam Wiśniewski,168,Multiagent,15,Centrum,Yes
9001,Joanna Zieliński,139,Agent wyłączny,17,Północ,Yes
9002,Marta Nowak,157,Partner,11,Północ,Yes
9003,Paweł Lewandowski,211,Broker,13,Zachód,Yes
9004,Michał Woźniak,365,Multiagent,6,Zachód,Yes
9005,Jakub Szymański,110,Agent wyłączny,4,Centrum,Yes
9006,Adam Wiśniewski,187,Multiagent,3,Południe,Yes
9007,Anna Wiśniewski,252,Direct Sales,17,Zachód,Yes
9008,Marcin Lewandowski,256,Agent wyłączny,15,Zachód,Yes
9009,Adam Lewandowski,86,Broker,9,Północ,Yes
9010,Tomasz Szymański,71,Partner,8,Centrum,Yes
9011,Katarzyna Szymański,235,Agent wyłączny,20,Północ,Yes
9012,Katarzyna Wójcik,238,Partner,9,Wschód,Yes
9013,Marta Szymański,54,Direct Sales,5,Centrum,No
9014,Marta Nowak,80,Multiagent,0,Zachód,Yes
9015,Monika Szymański,270,Agent wyłączny,11,Północ,Yes
9016,Agnieszka Nowak,260,Agent wyłączny,12,Północ,Yes
9017,Krzysztof Lewandowski,397,Multiagent,13,Północ,Yes
9018,Paweł Wójcik,138,Multiagent,15,Południe,Yes
9019,Tomasz Szymański,95,Multiagent,10,Zachód,Yes
9020,Agnieszka Wiśniewski,34,Agent wyłączny,12,Wschód,Yes
9021,Monika Wiśniewski,16,Agent wyłączny,19,Południe,Yes
9022,Adam Lewandowski,119,Multiagent,3,Północ,Yes
9023,Tomasz Kamiński,268,Direct Sales,13,Zachód,Yes
9024,Paweł Kamiński,394,Partner,3,Zachód,Yes
9025,Michał Lewandowski,14,Agent wyłączny,14,Zachód,Yes
9026,Monika Wiśniewski,375,Multiagent,8,Zachód,Yes
9027,Ewa Wójcik,354,Direct Sales,10,Północ,Yes
9028,Michał Zieliński,376,Multiagent,4,Centrum,Yes
9029,Ewa Kowalski,287,Multiagent,15,Centrum,Yes
9030,Adam Lewandowski,322,Agent wyłączny,2,Zachód,Yes
9031,Agnieszka Wójcik,394,Partner,6,Południe,Yes
9032,Magdalena Kamiński,140,Agent wyłączny,8,Centrum,Yes
9033,Adam Kowalski,286,Agent wyłączny,8,Południe,Yes
9034,Piotr Kowalski,419,Multiagent,4,Wschód,Yes
9035,Ewa Wójcik,247,Agent wyłączny,5,Północ,No
9036,Krzysztof Wiśniewski,176,Broker,19,Północ,Yes
9037,Krzysztof Zieliński,209,Partner,14,Centrum,Yes
9038,Katarzyna Szymański,281,Broker,5,Południe,Yes
9039,Jakub Wójcik,371,Agent wyłączny,14,Centrum,Yes
9040,Adam Woźniak,132,Partner,0,Północ,Yes
9041,Anna Szymański,172,Broker,6,Zachód,Yes
9042,Paweł Kowalski,76,Agent wyłączny,19,Wschód,Yes
9043,Jakub Wiśniewski,46,Partner,15,Centrum,Yes
9044,Jakub Kamiński,368,Partner,13,Zachód,Yes
9045,Agnieszka Kowalski,157,Agent wyłączny,3,Wschód,Yes
9046,Katarzyna Wiśniewski,370,Broker,15,Wschód,Yes
9047,Magdalena Woźniak,276,Agent wyłączny,17,Zachód,No
9048,Marcin Nowak,163,Agent wyłączny,12,Północ,Yes
9049,Agnieszka Kowalczyk,144,Agent wyłączny,9,Wschód,Yes
9050,Krzysztof Wiśniewski,147,Direct Sales,10,Północ,Yes
9051,Marcin Kowalski,19,Agent wyłączny,16,Północ,Yes
9052,Magdalena Nowak,326,Direct Sales,19,Centrum,Yes
9053,Michał Woźniak,165,Agent wyłączny,16,Centrum,Yes
9054,Michał Wójcik,419,Agent wyłączny,10,Południe,Yes
9055,Joanna Zieliński,399,Direct Sales,8,Północ,Yes
9056,Katarzyna Nowak,309,Multiagent,13,Północ,Yes
9057,Marcin Wójcik,173,Broker,3,Centrum,Yes
9058,Joanna Kowalski,78,Partner,2,Południe,Yes
9059,Agnieszka Kowalczyk,324,Partner,5,Północ,Yes
9060,Marcin Kowalski,155,Multiagent,10,Północ,Yes
9061,Krzysztof Woźniak,194,Agent wyłączny,0,Zachód,Yes
9062,Katarzyna Wójcik,378,Direct Sales,9,Południe,Yes
9063,Anna Nowak,61,Agent wyłączny,15,Północ,Yes
9064,Michał Lewandowski,318,Broker,7,Wschód,Yes
9065,Adam Kamiński,120,Agent wyłączny,16,Północ,Yes
9066,Paweł Kamiński,386,Partner,8,Centrum,Yes
9067,Magdalena Wiśniewski,154,Partner,4,Zachód,Yes
9068,Monika Lewandowski,395,Partner,0,Centrum,Yes
9069,Jakub Woźniak,338,Agent wyłączny,18,Wschód,Yes
9070,Ewa Szymański,137,Agent wyłączny,5,Centrum,No
9071,Paweł Kowalczyk,164,Broker,20,Północ,Yes
9072,Anna Zieliński,13,Agent wyłączny,4,Południe,Yes
9073,Katarzyna Kamiński,339,Multiagent,2,Wschód,Yes
9074,Paweł Nowak,131,Partner,6,Centrum,Yes
9075,Joanna Kamiński,200,Multiagent,20,Wschód,Yes
9076,Tomasz Nowak,327,Broker,0,Południe,Yes
9077,Krzysztof Woźniak,383,Partner,11,Południe,Yes
9078,Agnieszka Zieliński,98,Partner,4,Centrum,Yes
9079,Tomasz Wiśniewski,188,Multiagent,18,Północ,Yes
9080,Krzysztof Woźniak,275,Agent wyłączny,8,Południe,Yes
9081,Agnieszka Kowalczyk,335,Multiagent,1,Południe,Yes
9082,Magdalena Woźniak,286,Direct Sales,7,Południe,Yes
9083,Tomasz Nowak,112,Agent wyłączny,13,Wschód,Yes
9084,Ewa Zieliński,160,Multiagent,11,Południe,Yes
9085,Paweł Kowalczyk,163,Agent wyłączny,10,Południe,No
9086,Marcin Szymański,302,Multiagent,1,Wschód,Yes
9087,Monika Wiśniewski,292,Broker,15,Zachód,Yes
9088,Monika Woźniak,311,Direct Sales,20,Wschód,Yes
9089,Marta Woźniak,362,Agent wyłączny,10,Zachód,Yes
9090,Ewa Szymański,117,Agent wyłączny,20,Centrum,Yes
9091,Krzysztof Szymański,98,Multiagent,20,Wschód,Yes
9092,Michał Kowalski,296,Direct Sales,7,Zachód,Yes
9093,Michał Woźniak,360,Multiagent,11,Centrum,Yes
9094,Jakub Kowalczyk,404,Agent wyłączny,14,Wschód,Yes
9095,Krzysztof Lewandowski,271,Agent wyłączny,2,Wschód,Yes
9096,Tomasz Wiśniewski,10,Broker,9,Zachód,Yes
9097,Marta Kamiński,307,Partner,15,Wschód,Yes
9098,Ewa Wójcik,325,Agent wyłączny,4,Zachód,Yes
9099,Michał Kamiński,302,Multiagent,17,Północ,Yes
9100,Joanna Lewandowski,302,Multiagent,17,Wschód,Yes
9101,Piotr Zieliński,16,Multiagent,19,Południe,Yes
9102,Paweł Szymański,339,Agent wyłączny,14,Północ,Yes
9103,Katarzyna Lewandowski,281,Multiagent,4,Północ,Yes
9104,Marcin Woźniak,199,Broker,20,Wschód,Yes
9105,Magdalena Kamiński,119,Partner,12,Wschód,Yes
9106,Joanna Zieliński,402,Agent wyłączny,1,Południe,Yes
9107,Anna Zieliński,179,Direct Sales,1,Północ,Yes
9108,Adam Woźniak,334,Agent wyłączny,5,Centrum,Yes
9109,Katarzyna Nowak,193,Agent wyłączny,8,Wschód,Yes
9110,Adam Lewandowski,99,Multiagent,8,Południe,Yes
9111,Ewa Wójcik,88,Multiagent,16,Centrum,Yes
9112,Jakub Wójcik,244,Agent wyłączny,6,Północ,Yes
9113,Michał Woźniak,292,Agent wyłączny,18,Wschód,Yes
9114,Katarzyna Lewandowski,360,Multiagent,18,Południe,Yes
9115,Ewa Nowak,96,Broker,9,Wschód,Yes
9116,Katarzyna Kowalczyk,270,Broker,4,Północ,Yes
9117,Adam Woźniak,413,Direct Sales,16,Południe,Yes
9118,Piotr Zieliński,7,Multiagent,10,Południe,Yes
9119,Piotr Zieliński,374,Multiagent,7,Północ,Yes
9120,Magdalena Kowalczyk,415,Direct Sales,1,Centrum,Yes
9121,Michał Kamiński,18,Partner,19,Południe,Yes
9122,Ewa Zieliński,312,Agent wyłączny,9,Centrum,Yes
9123,Adam Kamiński,163,Multiagent,1,Centrum,Yes
9124,Krzysztof Zieliński,222,Multiagent,6,Wschód,Yes
9125,Adam Woźniak,41,Multiagent,12,Wschód,Yes
9126,Marta Zieliński,206,Multiagent,2,Wschód,Yes
9127,Joanna Kowalczyk,251,Partner,2,Wschód,Yes
9128,Krzysztof Wójcik,106,Agent wyłączny,13,Zachód,Yes
9129,Agnieszka Nowak,44,Agent wyłączny,5,Wschód,Yes
9130,Marcin Wiśniewski,104,Agent wyłączny,19,Centrum,Yes
9131,Jakub Woźniak,413,Multiagent,17,Południe,Yes
9132,Krzysztof Woźniak,68,Broker,8,Wschód,Yes
9133,Agnieszka Wójcik,157,Multiagent,15,Zachód,Yes
9134,Piotr Woźniak,10,Multiagent,6,Wschód,Yes
9135,Jakub Kowalski,223,Direct Sales,20,Centrum,Yes
9136,Katarzyna Zieliński,302,Partner,5,Zachód,No
9137,Adam Zieliński,408,Multiagent,15,Południe,Yes
9138,Paweł Szymański,386,Multiagent,3,Zachód,Yes
9139,Marcin Lewandowski,361,Multiagent,8,Wschód,Yes
9140,Ewa Kowalczyk,179,Direct Sales,20,Wschód,Yes
9141,Paweł Lewandowski,1,Multiagent,17,Zachód,Yes
9142,Tomasz Wiśniewski,294,Agent wyłączny,15,Zachód,Yes
9143,Piotr Szymański,51,Agent wyłączny,0,Centrum,Yes
9144,Jakub Wójcik,288,Partner,20,Wschód,Yes
9145,Jakub Zieliński,122,Agent wyłączny,3,Zachód,Yes
9146,Katarzyna Kowalski,144,Broker,6,Południe,Yes
9147,Krzysztof Zieliński,133,Broker,8,Północ,Yes
9148,Agnieszka Kowalczyk,261,Multiagent,8,Północ,Yes
9149,Michał Szymański,74,Broker,12,Południe,Yes
9150,Adam Lewandowski,70,Partner,4,Południe,Yes
9151,Adam Kowalski,188,Direct Sales,10,Centrum,Yes
9152,Piotr Kowalski,51,Partner,19,Wschód,Yes
9153,Jakub Kowalski,211,Partner,0,Zachód,Yes
9154,Monika Wójcik,5,Partner,2,Centrum,Yes
9155,Magdalena Lewandowski,57,Agent wyłączny,20,Zachód,Yes
9156,Paweł Woźniak,36,Multiagent,1,Wschód,Yes
9157,Krzysztof Lewandowski,277,Broker,13,Wschód,Yes
9158,Tomasz Woźniak,151,Agent wyłączny,18,Północ,Yes
9159,Magdalena Zieliński,399,Agent wyłączny,6,Południe,Yes
9160,Krzysztof Nowak,60,Multiagent,3,Północ,Yes
9161,Monika Wiśniewski,234,Broker,5,Wschód,Yes
9162,Joanna Szymański,202,Agent wyłączny,9,Centrum,Yes
9163,Marta Lewandowski,98,Agent wyłączny,8,Południe,Yes
9164,Agnieszka Kowalczyk,266,Broker,18,Północ,Yes
9165,Katarzyna Lewandowski,333,Agent wyłączny,3,Centrum,Yes
9166,Ewa Lewandowski,202,Agent wyłączny,20,Wschód,Yes
9167,Michał Wiśniewski,104,Multiagent,18,Południe,Yes
9168,Marcin Zieliński,330,Broker,3,Południe,Yes
9169,Michał Wójcik,217,Multiagent,13,Północ,Yes
9170,Anna Lewandowski,82,Agent wyłączny,7,Centrum,Yes
9171,Ewa Szymański,317,Multiagent,15,Południe,Yes
9172,Piotr Lewandowski,362,Direct Sales,15,Zachód,Yes
9173,Agnieszka Szymański,93,Multiagent,12,Północ,Yes
9174,Marcin Kamiński,144,Partner,5,Centrum,Yes
9175,Tomasz Wiśniewski,379,Agent wyłączny,16,Centrum,Yes
9176,Marta Szymański,211,Multiagent,11,Wschód,Yes
9177,Piotr Szymański,375,Multiagent,19,Północ,Yes
9178,Magdalena Woźniak,271,Multiagent,2,Centrum,Yes
9179,Agnieszka Kamiński,228,Broker,7,Północ,Yes
9180,Anna Nowak,188,Multiagent,6,Wschód,Yes
9181,Katarzyna Woźniak,122,Agent wyłączny,0,Centrum,Yes
9182,Ewa Nowak,367,Partner,13,Wschód,Yes
9183,Joanna Kamiński,299,Direct Sales,11,Centrum,Yes
9184,Tomasz Lewandowski,198,Broker,18,Północ,Yes
9185,Marcin Kowalski,200,Agent wyłączny,10,Centrum,Yes
9186,Joanna Kowalski,155,Broker,6,Zachód,Yes
9187,Agnieszka Zieliński,97,Partner,4,Wschód,Yes
9188,Anna Wójcik,276,Partner,6,Południe,Yes
9189,Michał Kowalczyk,419,Agent wyłączny,9,Południe,Yes
9190,Agnieszka Woźniak,94,Agent wyłączny,1,Wschód,Yes
9191,Michał Lewandowski,317,Multiagent,13,Wschód,Yes
9192,Jakub Lewandowski,226,Partner,10,Północ,Yes
9193,Anna Wójcik,374,Direct Sales,18,Zachód,Yes
9194,Anna Woźniak,225,Multiagent,10,Południe,Yes
9195,Anna Nowak,306,Agent wyłączny,9,Południe,Yes
9196,Anna Kowalczyk,185,Partner,10,Wschód,Yes
9197,Agnieszka Zieliński,359,Agent wyłączny,2,Południe,Yes
9198,Marcin Kowalski,100,Agent wyłączny,14,Północ,Yes
9199,Anna Wójcik,378,Partner,1,Południe,Yes
9200,Michał Wiśniewski,293,Multiagent,6,Centrum,Yes
9201,Katarzyna Woźniak,143,Multiagent,8,Zachód,Yes
9202,Magdalena Kowalczyk,53,Agent wyłączny,11,Południe,Yes
9203,Katarzyna Kowalski,193,Agent wyłączny,5,Zachód,Yes
9204,Agnieszka Szymański,208,Agent wyłączny,0,Wschód,Yes
9205,Paweł Woźniak,239,Agent wyłączny,14,Wschód,Yes
9206,Joanna Wójcik,279,Multiagent,8,Północ,Yes
9207,Ewa Nowak,291,Agent wyłączny,11,Zachód,Yes
9208,Tomasz Zieliński,227,Agent wyłączny,6,Wschód,Yes
9209,Agnieszka Zieliński,82,Multiagent,0,Południe,Yes
9210,Magdalena Kowalczyk,373,Multiagent,20,Centrum,No
9211,Anna Zieliński,147,Agent wyłączny,11,Centrum,Yes
9212,Piotr Woźniak,381,Multiagent,6,Wschód,No
9213,Krzysztof Lewandowski,385,Broker,5,Centrum,Yes
9214,Marcin Wiśniewski,370,Agent wyłączny,7,Zachód,Yes
9215,Marcin Kowalczyk,68,Multiagent,1,Północ,Yes
9216,Agnieszka Woźniak,196,Direct Sales,15,Północ,Yes
9217,Agnieszka Kowalski,149,Direct Sales,6,Północ,No
9218,Anna Woźniak,363,Direct Sales,8,Zachód,No
